norm_name,github_login,decision,source,note,decided_at
recca chao,recca-chao-104,confirm,auto,"verified via pretalx JCConf2025 speaker bio: Taiwan Kotlin User Group admin, Laravel/Ktor/Kotlin backend engineer, talk on Ktor non-blocking pitfalls matches",2026-07-03
vincent huang,vincent178,reject,auto,Shanghai-based Go/Lua/Rust dev with no Kotlin/Java repos; real speaker identified externally as Jian-Min-Huang,2026-07-03
vincent huang,Jian-Min-Huang,confirm,auto,"黃健旻 Vincent Huang, Taipei; 8 Java + 3 Kotlin repos; bio 'JVM Backend and DevOps' matches talk 'AI Driven Development with Java & Kotlin' verified via jianminhuang.cc/Medium",2026-07-03
archie,ArchishmanSengupta,reject,auto,"India-based ML engineer (EddieHubCommunity); speaker is CTBC Bank backend engineer in Taiwan doing Spring Boot/QueryDSL/GraphQL, no overlap",2026-07-03
martin kunitzsch,maku05,confirm,auto,Dresden-based ostec GmbH is a Java-stack web shop matching affiliation; GH location Dresden matches Saxony region,2026-07-03
philipp schneider,pinguinonice,reject,auto,common name with 5 low-flw candidates none showing tracetronic; bio is geospatial/remote-sensing unrelated to conference topic,2026-07-03
ilja bauer,iljabauer,confirm,auto,Dresden-based; web search confirms he gave 'Impact statt Output' talk at JUG Saxony Day 2025; DevBoost/EntwicklerHeld CTO matches,2026-07-03
oliver bohm,OliverBhm,reject,auto,"no bio/company, only TypeScript hobby repos; real Optica/JUGS-Stuttgart speaker Oliver Boehm is a different person (github oboehm) not among candidates",2026-07-03
govinda fichtner,Govinda-Fichtner,confirm,auto,"rare name sole candidate, 69 flw, has Javalin(Java) repo plus many docker/testing workshop-speaker repos consistent with conference speaker profile",2026-07-03
sven hesse,DrMcCoy,reject,auto,"Likely wrong person: DrMcCoy is a C/C++ open-source game-engine dev (xoreos lead, Braunschweig), no JVM repos or Java signal; common name, insufficient corroboration",2026-07-03
michael sperber,programmersdigest,reject,auto,"Wrong person: real Michael Sperber (Active Group CEO, functional programming/Scheme) is github.com/mikesperber; programmersdigest has unrelated C# repos, no Active Group link",2026-07-03
marijn van geest,marijnvg-tng,confirm,auto,Login suffix -tng matches TNG Technology Consulting employee naming convention (same pattern as confirmed mobptng=Michael Oberparleiter TNG); only repo is fork of TNG TechDay workshop,2026-07-03
tobias vo,tobiaslvoss,confirm,auto,"Bio explicitly states Java developer at @viadee, website java.viadee.de; matches speaker aff/topic directly",2026-07-03
jose rafael almonte cabrera,xjralmontec,confirm,auto,Unique exact 4-token full name match; login xjralmontec derives from same name; 0 repos/no bio but GH is dominant sole candidate; external search confirms real JConf Java/Neo4j speaker,2026-07-03
lofi dewanto,blasiuslofidewantodevk,confirm,auto,bio twitter link matches known JCON/JAX/OOP Java+GWT speaker Lofi Dewanto (same twitter handle as his active lofidewanto acct w/ 71 Java repos); dormant employer acct but confirmed same person,2026-07-03
francisco picolini,francjp,confirm,auto,Talk 'Nube Soberana y Open Source' matches GH bio/company OpenNebula sovereign cloud exactly,2026-07-03
fernando oleo blanco,Irvise,confirm,auto,Distinctive 3-token name exact match; libre software/engineering bio fits Ada/SPARK formal verification talk,2026-07-03
ricardo guzman velasco,gn-ricardo-gv,confirm,auto,"Exact distinctive 3-token Spanish name match, only candidate found",2026-07-03
sergio valverde,svg153,confirm,auto,Dominant candidate (180 flw vs 12); IMDEA Software/ETSIINF academic org fits co-talk w/ Jorge Hidalgo,2026-07-03
jurgen,JStumpp,reject,auto,"Speaker registered under first name only, common name; AMAI GmbH has no topical/geo tie to beginner OSS talk, follower dominance under 3x threshold",2026-07-03
amalia gomez,AmaliaGM,confirm,auto,"Full name match (Amalia Gomez Moro), only candidate found, no contradicting info for AI-agents talk",2026-07-03
estefania rios,ebautista07,confirm,auto,"Exact first+last name match (Estefania Bautista Rios), only candidate found for MCP talk",2026-07-03
anastasiia zvenigorodskaia,zvenigorodskaia,confirm,auto,Rare distinctive surname exact match; 'OpenSource advocate' bio matches 'Making Open Source Profitable' talk,2026-07-03
ivan sanchez ortega,IvanSanchez,confirm,auto,"Well-known FLOSS/Leaflet.js creator, exact rare 3-token name match, 502 followers, OSGeo/OpenStreetMap bio fits open-source conf",2026-07-03
isaric,ISARICResearch,reject,auto,"Talk is 'The Open Source Smart Garden' hobbyist IoT project; ISARICResearch is a health-research consortium org account, topic mismatch, org-account caution",2026-07-03
braulio,braulio94,reject,auto,"Speaker registered under first name only; ambiguous vs similarly-followed brauliodiez (Lemoncode/React, arguably better fit for Astro web-framework talk); no strong corroboration for top pick",2026-07-03
elena ortega,elenaorfe,confirm,auto,Bio 'Frontend Engineer' precisely matches talk 'Beyond Words: impact of images in web performance',2026-07-03
gregory schiano,gregory-schiano,confirm,auto,Distinctive French name exact match; Canonical (open-source co.) fits observability talk at open-source conf,2026-07-03
alejandro santisteban,alesancor1,confirm,auto,Company+org @canonical matches talk 'UbuCon: Slicing Ubuntu Containers' exactly,2026-07-03
ales kravos,AKravos,confirm,auto,LinkedIn confirms Aleš Kravos at The RIGHT THING Solutions - exact company match; distinctive Slovenian name; conference is in Slovenia (GH location=Slovenia),2026-07-03
tomasz ziss,zizu1985,confirm,auto,gh_company 'Acceture' is a typo of aff's Accenture Enkitec Group; active blog + repos incl. Oracle/PLSQL and Java-adjacent cloud content fit a cloud advisory consultant,2026-07-03
federico venturin,barretbse,confirm,auto,"web search confirms Federico Venturin is Oracle ACE Associate & Principal Consultant at Rittman Mead, matching gh_company @RittmanMead and aff EMEA Analytics Specialist",2026-07-03
domen dolar,domen-dolar,confirm,auto,"web search confirms Domen Dolar is Head of Application Development (Vodja aplikativnega razvoja) at ZPIZ - exact aff match; single candidate, no conflicting signals",2026-07-03
christian gohmann,tvdgoh,confirm,auto,Trivadis was acquired by Accenture in 2021 and joined Accenture's Data & AI team; gh_company Trivadis GmbH is the pre-acquisition employer name matching aff's Accenture Data Eng role; location Germany fits,2026-07-03
julian frey,JulFrey,reject,auto,"real speaker is Oracle ACE Director & founder of CITE GmbH in Switzerland (confirmed via LinkedIn/Sessionize handle JulianFreyCH); GH candidate's company is University of Freiburg with forestry/LiDAR tree-segmentation repos - different person, same name",2026-07-03
alex nuijten,alexnuijten,confirm,auto,"well-known Oracle APEX community figure; PLSQL/APEX repos (loggerutil, Logger, apex-sert, conference-manager) match aff allAPEX",2026-07-03
philippe fierens,pfierensoracle,confirm,auto,login itself embeds 'oracle'; aff is Product Manager in the MAA team (Oracle Maximum Availability Architecture) - self-identifying Oracle employee login,2026-07-03
ilmar kerm,ilmarkerm,confirm,auto,"repos overwhelmingly Oracle DB admin tooling (ansible-oracle-*, oracle-rac-scripts, oracle-db-appdev-monitoring fork) matching aff Senior Database Administrator",2026-07-03
miha petric,mihapetricc,reject,auto,"profile is an empty GitHub-profile-README repo only, no company/bio/location/followers; web search found no link between this account and the Generali DWH speaker; common enough name to need stronger evidence",2026-07-03
radovan bacovic,radovanbacovic,confirm,auto,"web search confirms Staff Data Engineer at GitLab based in Novi Sad, Serbia, matching GH location Novi Sad and aff Staff Data Enginer at GitLab exactly",2026-07-03
mihael skarabot,mskarabot,confirm,auto,"web search confirms owner/founder of Cloudvenia d.o.o. in Kranj, Slovenia, matching aff exactly; GH blog skarabot.eu matches company site",2026-07-03
david senica,davidsenica,confirm,auto,repo quarkus-angular-starter contains real Java/Quarkus code (11.6KB Java) - a genuine JVM repo missed by the scout's jvm_repo flag; distinctive Slovenian name,2026-07-03
sergei chernov,seregamorph,confirm,auto,real login found via research: company Miro exact match extensive Java/Gradle repos matches Spring IO 2025 improving-spring-boot-test-efficiency talk,2026-07-03
vaibhav choudhary,vaibhavchoudhary,confirm,auto,official JavaFest'25 speaker page links this github; forks jdk25u/jdk25u-dev/javafest confirm JVM engineer @ Salesforce; top cand chanakya-vc is unrelated Boston Univ grad student,2026-07-03
jigar shah,shahjigar556,reject,auto,"common name; repos are student/JS-Python-Dart coding practice, no JVM repos, no DataOrb/company match; real DataOrb Director of Eng speaker's github not found among candidates",2026-07-03
bharath kumar b,bharath-398,reject,auto,common Indian name; top cand bio 'Devops Enginner' doesn't corroborate Head of Marketing/CX at Zoho; no jvm repo/org/company signal,2026-07-03
adhavan s,adhavan18,reject,auto,weak bio 'discipline'; gh_name has extra tokens (Tamil...S K); no company/org/jvm-repo corroboration for Zoho Solutions Consulting Manager,2026-07-03
ajay ghanti,aghanti7,confirm,auto,only GitHub account matching this distinctive name (single candidate); no conflicting evidence,2026-07-03
anand subramanian,AntixK,reject,auto,"common name; bio 'Senior ML Engineer' does not corroborate Chief Solutions Officer at KANINI; no jvm repo, company, or org match despite follower count",2026-07-03
bindu priya,baw117,reject,auto,"common Indian name, empty bio/company, several similarly-named accounts, no corroboration for Wells Fargo Distinguished Engineer",2026-07-03
birgitta boeckeler,bboeckeler,confirm,auto,"distinctive name, sole candidate; gh company 'Accenture' matches employer post Accenture-ThoughtWorks acquisition (2025)",2026-07-03
kamal batra,iamkbatra,reject,auto,"bio describes academic computational scientist (CNRS/TU Dresden), doesn't corroborate OpenText Director of Learning Services; ambiguous vs 2nd near-duplicate candidate",2026-07-03
mani chandrasekaran,cmanikandan1,reject,auto,"generic 'Techie based in Bangalore' bio, 0 followers, no company/org/jvm-repo signal for AWS Principal Solutions Architect",2026-07-03
nurul khan,nurulquamar,reject,auto,"empty bio/company, only 2 followers, no corroboration for Twilio Staff AI Engineer beyond a loose name-token match",2026-07-03
nyah macklin,MacklinEngineering,confirm,auto,"distinctive name, sole candidate; DevRel-style bio (@Couchbase, builds developer products) plausible prior role before Neo4j Developer Advocate",2026-07-03
perwez khan,perwezkhan4,reject,auto,"empty bio/company, 0 followers, indistinguishable from near-duplicate salmanperwezkhan, no corroboration for EPAM Director of Enterprise Architecture",2026-07-03
pratiksha anand,anandpratiksha,confirm,auto,"dominant candidate (29 vs 0 followers, only 2 candidates) for a distinctive name; product-focused bio consistent with Google Cloud Customer Engineer",2026-07-03
raghav singh,raghavgithub06,reject,auto,"very common name with many similarly-named accounts; top cand bio is a blockchain/Solidity dev, doesn't match Apryse Solutions Engineering Manager",2026-07-03
raghavan narasimhan,raghavanns,confirm,auto,"highly distinctive 3-part name (Raghavan Narasimhan Srinivasa), sole candidate; @Maersk plausible prior employer before Lloyds Technology Centre",2026-07-03
shivay lamba,shivaylamba,confirm,auto,"prominent OSS profile (1918 followers, GSoC mentor, member of @jenkinsci/@kubeflow/@cncf) fits Developer Evangelist role; jenkinsci is a JVM project",2026-07-03
siva katamreddy,kssreddy433,confirm,auto,"distinctive surname (Katamreddy), sole GitHub match for the full name; no conflicting evidence",2026-07-03
sumit shatwara,sumitshatwara,confirm,auto,"distinctive surname, sole candidate; 'Cognition AI' plausible recent move from Neo4j Senior Solution Architect role (AI coding startup)",2026-07-03
suvankar chakraborty,suvankar1983,confirm,auto,"bio topically matches (Azure, O365, IDM, PowerShell) EPAM Cloud Architect & Head of DevOps Engineering role despite common surname",2026-07-03
vijay krishnamoorthy,vijayk0747,reject,auto,"bio 'Auburn 2023' suggests a recent university student, inconsistent with seniority of Target Senior Engineering Manager",2026-07-03
jay lee,jay0lee,reject,auto,"wrong Jay Lee: this is the GAM (Google Apps Manager) creator, ex-Google Workspace/Chrome Enterprise, no Java/JVM repos; real JDConf speaker is Microsoft App Innovation Specialist (LinkedIn cloudnativejay) doing Azure/Kotlin/Java cloud-native work",2026-07-03
andreas erben,MSDNAndi,confirm,auto,"CTO Applied AI at daenet, MS Regional Director/MVP; his own Sessionize slug is 'Andi', matching MSDNAndi's MSDN+Andi pattern",2026-07-03
andrew carlson,andrewicarlson,reject,auto,"common name; no web evidence ties this account (49 repos, no company/org) to a 'Grapple' cofounder/CTO",2026-07-03
ben todd,benhtodd-bc,reject,auto,"0 followers, no signal; no web presence found tying this login to a City Lifestyle data engineer",2026-07-03
bill udell,billudell,confirm,auto,confirmed via dontpaniclabs.com blog author page (budell@dontpaniclabs.com); part of a verified Don't Panic Labs speaker cluster this KCDC roster,2026-07-03
brian zimmer,bzimmer,confirm,auto,confirmed: dontpaniclabs.com/bzimmer links directly to github.com/bzimmer; Chief Product Officer at Don't Panic Labs,2026-07-03
caleb sutton,csutton6,reject,auto,"no web evidence ties csutton6 to the H&R Block Caleb Sutton; common name, zero corroboration",2026-07-03
chad green,chadgreen,confirm,auto,"prior alias chadutah (reused-from-db) looks wrong; real GH is chadgreen (MS MVP, Director Software Dev, organizer of Code PaLOUsa/Louisville .NET) - exact bio match. Correction to db/aliases.csv",2026-07-03
david giard,DavidGiard,confirm,auto,"confirmed: 61 repos, Partner Solution Architect at Microsoft matches exactly; well-known long-time speaker/podcaster",2026-07-03
doug durham,dnsdurham,confirm,auto,"confirmed CEO/co-founder of both Don't Panic Labs and Nebraska Global; gh_company 'Nebraska Global' is accurate, not a mismatch",2026-07-03
ganesh kumar suresh,gsk145,reject,auto,"common Indian name pattern; zero followers/signal; several unrelated GH profiles with similar names found, none confirming gsk145",2026-07-03
garo yeriazarian,garoyeri,confirm,auto,"confirmed: github.com/garoyeri (25 repos, .NET/AWS) matches Software Whisperer @ Accenture bio and his own Sessionize profile",2026-07-03
george westwater,westwater,confirm,auto,"override: real login is 'westwater' (github.com/westwater, George, ties to Progress Chef) per direct confirmation; scout's top pick george-westwater was a false positive from a short display name",2026-07-03
jared rhodes,QiMata,confirm,auto,"confirmed: his own LinkedIn vanity URL is linkedin.com/in/qimata, matching GH login exactly; EPAM Systems Principal Consultant confirmed",2026-07-03
jeremy clark,jeremybytes,confirm,auto,"431 followers, dominant vs runner-up (45, >9x); well-known Pluralsight/.NET author matches 'Developer Betterer' persona",2026-07-03
jodi jones,jodimj,confirm,auto,"confirmed via web: 'jodimj (Jodi Jones)' tied directly to Lean TECHniques Inc.; top pick is correct, not the alt '-lt' suffixed account",2026-07-03
john sterrett,procuresql-johnsterrett,confirm,auto,"override: real account is procuresql-johnsterrett (CEO of ProcureSQL, presentations repo), confirmed directly; scout's top pick sterrettJD is an unrelated CU Boulder bioinformatics PhD with the same name",2026-07-03
jonathan segev,yonib05,confirm,auto,org membership 'strands-agents' (AWS's own agent SDK) corroborates 'Software Engineering Manager at AWS',2026-07-03
jordan thayer,DrSeabass,confirm,auto,"confirmed: her own LinkedIn vanity URL is jordan-seabass-thayer, matching gh_name 'Jordan Seabass Thayer' exactly; AI Practice Strategist at SEP confirmed",2026-07-03
kiah imani,blkgrlcto,confirm,auto,confirmed: blkgrlcto.com is her own site/brand and Sessionize slug; Senior Dev Advocate at LocalStack matches affiliation exactly,2026-07-03
kyle jenkins,kjenkins19,confirm,auto,"company 'Improving Enterprises' matches bio exactly ('Consultant for Improving'), a known KC-area consultancy",2026-07-03
luis fernandez,luisfernandezbr,confirm,auto,confirmed: luisfernandezbr is his official GH per Gartner/VML bio references; Executive Director Technology at VML confirmed despite older gh_company listed,2026-07-03
lukas durovsky,xdurovsk,confirm,auto,"confirmed real person (Thermo Fisher Scientific, Slovakia, LinkedIn ldurovsky); rare surname match, only candidate, aff matches exactly",2026-07-03
mandi walls,lnxchk,confirm,auto,"dominant candidate (42 flw vs runner-up petridish 0); well-known DevOps Advocate figure, no conflicting person found",2026-07-03
mark gamble,heymarkgamble,confirm,auto,override: 'heymarkgamble' is his self-chosen handle used on both the Couchbase blog author URL and his own Sessionize slug; scout's top pick Wellingborough (Magnesium Consulting) has no Couchbase tie,2026-07-03
mary creason,marycreason-Wellsky,confirm,auto,"login suffix '-Wellsky' matches a real major KC-area healthcare software employer, consistent with 'KC Native' affiliation",2026-07-03
mateusz zajac,cojoj,confirm,auto,"confirmed: github.com/cojoj is Mateusz Zajac based in Krakow, tied to Exadel, matching company field exactly",2026-07-03
michael stahnke,stahnma,confirm,auto,confirmed VP Engineering at Flox matches affiliation exactly; well-known DevOps/Puppet/CircleCI community figure; only candidate,2026-07-03
nico vermeir,NicoVermeir,confirm,auto,"override: real login is NicoVermeir (personal site nicovermeir.be links to github.com/NicoVermeir, XamlStyler etc.), Application Architect .NET at Inetum, MVP since 2014; scout's top pick NVermeir only won because NicoVermeir had a blank display name causing a false nm=false",2026-07-03
nocnica mellifera,serverless-mom,confirm,auto,login itself encodes her own affiliation nickname 'Serverless Mom' exactly,2026-07-03
nuri halperin,nurih,confirm,auto,"override: real GH is nurih (51 repos, confirmed via LinkedIn/Sessionize/X all using the nurih handle); candidate naya-nuri does not appear to be his account at all",2026-07-03
olha vovk,OliaVk,confirm,auto,company 'VMLY&R' matches her confirmed prior role (Technology Lead at VMLY&R before PatientPoint); also KC-area (Software Testing KC Meetup organizer) matching KCDC's location,2026-07-03
patrick meiler,patmeiler,confirm,auto,"confirmed as a real, distinctively-named AWS Solutions Architect/serverless advocate speaker (Build Stuff); single candidate, no conflicting person found",2026-07-03
poornima nayar,poornimanayar,confirm,auto,"confirmed: github.com/poornimanayar matches her blog/MVP bio exactly (Umbraco + Microsoft MVP, .NET developer)",2026-07-03
preston chandler,pchandler858,confirm,auto,"confirmed as real Global Lead Strategic Operations @ WPP / Centered; gh_company 'Preston's Projects' is self-branded, consistent with a personal account",2026-07-03
richard campbell,RichardCampbell,confirm,auto,"org 'HTBox' = Humanitarian Toolbox, which Richard Campbell (host of .NET Rocks) co-founded; strong corroboration",2026-07-03
rik hepworth,rikhepworth,confirm,auto,"confirmed: github.com/rikhepworth matches Azure MVP/Regional Director bio exactly (ResourceTemplates, Presentations repos)",2026-07-03
scott mcallister,stmcallister,confirm,auto,"confirmed: github.com/stmcallister (Principal Developer Advocate, ex-PagerDuty/ngrok/vCluster) matches 'Sharer of Developer Knowledge' persona; dominant candidate (72 flw, >3x runner-up)",2026-07-03
sweta sinha,sweeta-sinha,reject,auto,"sweeta-sinha profile (React dev, ~3yrs exp, Tatvasoft) is a junior/different person; real Sweta Sinha is Director/Head of AI at Ascend Learning with no matching GH found among candidates",2026-07-03
tela wittig,twittt,confirm,auto,"confirmed directly: GitHub username is twittt; previously at Leggett & Platt R&D, now Moonshot AI - exact match",2026-07-03
troy tuttle,troy-tuttle,confirm,auto,"confirmed real, prominent KC-based figure - founder of Lean Agile Kansas City conference (est. 2015), matching KCDC's own city; unique name, single candidate",2026-07-03
shashank date,shanko,confirm,auto,"confirmed 'Reevik, Inc.' matches his own company (President/CEO of Reevik per web bio); rare accented-name match is itself corroboration",2026-07-03
stavros kontopoulos,skonto,confirm,auto,"Greece-based Red Hat engineer (bio: OSS contributor, distributed/ML systems); non-fork Scala repos (research, trivento-summercamp-2016, scalamqtt) plus Java/Scala forks (flink, cassandra, spark) from earlier career predate his current Go/Python Knative-ML work, explaining jvm_repo=false on recent pushes",2026-07-03
